DESIGNATION,Project_name,Department,Resource,Project_Name,Department,Access
PROGRAMMER,P6,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROGRAMMER,P6,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
PROGRAMMER,P6,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
PROGRAMMER,P6,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
PROGRAMMER,P6,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
PROGRAMMER,P6,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
SDE,P6,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
SDE,P6,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
SDE,P6,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
SDE,P6,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
SDE,P6,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
SDE,P6,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
SDE,P6,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
SDE,P6,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
PROJECT_MANAGER,P6,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
PROJECT_MANAGER,P6,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROJECT_MANAGER,P6,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
PROJECT_MANAGER,P6,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
PROJECT_MANAGER,P6,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
PROJECT_LEADER,P6,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROJECT_LEADER,P6,DEVELOPMENT,CLIENT_DETAIL,P1,HR,YES
PROJECT_LEADER,P6,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,YES
PROJECT_LEADER,P6,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,YES
PROJECT_LEADER,P6,DEVELOPMENT,PROJECT_COST,P1,FINANCE,YES
PROJECT_LEADER,P6,DEVELOPMENT,SERVER,P1,TECHNICAL,YES
PROJECT_LEADER,P6,DEVELOPMENT,DATABASE,P1,TECHNICAL,YES
PROJECT_LEADER,P6,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,YES
DESIGNER,P7,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
DESIGNER,P7,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
DESIGNER,P7,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
DESIGNER,P7,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
DESIGNER,P7,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
DESIGNER,P7,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
DESIGNER,P7,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
DESIGNER,P7,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
PROGRAMMER,P7,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
PROGRAMMER,P7,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROGRAMMER,P7,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
PROGRAMMER,P7,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
PROGRAMMER,P7,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
SDE,P7,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
SDE,P7,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
SDE,P7,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
SDE,P7,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
SDE,P7,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
SDE,P7,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
SDE,P7,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
SDE,P7,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,NO
PROJECT_MANAGER,P7,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,NO
PROJECT_MANAGER,P7,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROJECT_MANAGER,P7,DEVELOPMENT,CLIENT_DETAIL,P1,HR,NO
PROJECT_MANAGER,P7,DEVELOPMENT,PROJECT_COST,P1,FINANCE,NO
PROJECT_MANAGER,P7,DEVELOPMENT,SERVER,P1,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,DATABASE,P1,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,NO
PROJECT_LEADER,P7,DEVELOPMENT,SALARY_DETAIL,P1,HR,NO
PROJECT_LEADER,P7,DEVELOPMENT,CLIENT_DETAIL,P1,HR,YES
PROJECT_LEADER,P7,DEVELOPMENT,EMP_DETAIL,P1,DEVELOPMENT,YES
PROJECT_LEADER,P7,DEVELOPMENT,PROJECT_DETAIL,P1,DEVELOPMENT,YES
PROJECT_LEADER,P7,DEVELOPMENT,PROJECT_COST,P1,FINANCE,YES
PROJECT_LEADER,P7,DEVELOPMENT,SERVER,P1,TECHNICAL,YES
PROJECT_LEADER,P7,DEVELOPMENT,DATABASE,P1,TECHNICAL,YES
PROJECT_LEADER,P7,DEVELOPMENT,NETWORK_SETUP,P1,TECHNICAL,YES
DESIGNER,P6,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P6,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P6,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
DESIGNER,P6,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
DESIGNER,P6,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
DESIGNER,P6,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
DESIGNER,P6,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
DESIGNER,P6,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROGRAMMER,P6,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P6,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P6,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROGRAMMER,P6,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROGRAMMER,P6,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROGRAMMER,P6,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROGRAMMER,P6,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROGRAMMER,P6,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
SDE,P6,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
SDE,P6,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
SDE,P6,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
SDE,P6,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
SDE,P6,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
SDE,P6,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
SDE,P6,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
SDE,P6,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P6,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P6,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_MANAGER,P6,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROJECT_MANAGER,P6,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROJECT_MANAGER,P6,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROJECT_MANAGER,P6,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_LEADER,P6,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_LEADER,P6,DEVELOPMENT,CLIENT_DETAIL,P7,HR,YES
PROJECT_LEADER,P6,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P6,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P6,DEVELOPMENT,PROJECT_COST,P7,FINANCE,YES
PROJECT_LEADER,P6,DEVELOPMENT,SERVER,P7,TECHNICAL,YES
PROJECT_LEADER,P6,DEVELOPMENT,DATABASE,P7,TECHNICAL,YES
PROJECT_LEADER,P6,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,YES
DESIGNER,P7,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P7,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P7,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
DESIGNER,P7,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
DESIGNER,P7,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
DESIGNER,P7,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
DESIGNER,P7,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
DESIGNER,P7,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P7,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P7,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROGRAMMER,P7,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROGRAMMER,P7,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROGRAMMER,P7,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROGRAMMER,P7,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
SDE,P7,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
SDE,P7,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
SDE,P7,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
SDE,P7,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
SDE,P7,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
SDE,P7,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
SDE,P7,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
SDE,P7,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P7,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P7,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_MANAGER,P7,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROJECT_MANAGER,P7,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROJECT_MANAGER,P7,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROJECT_MANAGER,P7,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_LEADER,P7,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_LEADER,P7,DEVELOPMENT,CLIENT_DETAIL,P6,HR,YES
PROJECT_LEADER,P7,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P7,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P7,DEVELOPMENT,PROJECT_COST,P6,FINANCE,YES
PROJECT_LEADER,P7,DEVELOPMENT,SERVER,P6,TECHNICAL,YES
PROJECT_LEADER,P7,DEVELOPMENT,DATABASE,P6,TECHNICAL,YES
PROJECT_LEADER,P7,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
DESIGNER,P1,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
DESIGNER,P1,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROGRAMMER,P1,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROGRAMMER,P1,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
SDE,P1,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
SDE,P1,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
SDE,P1,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
SDE,P1,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
SDE,P1,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
SDE,P1,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROJECT_MANAGER,P1,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_LEADER,P1,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,CLIENT_DETAIL,P7,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,PROJECT_COST,P7,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,SERVER,P7,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,DATABASE,P7,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
DESIGNER,P2,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
DESIGNER,P2,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROGRAMMER,P2,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROGRAMMER,P2,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
SDE,P2,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
SDE,P2,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
SDE,P2,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
SDE,P2,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
SDE,P2,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
SDE,P2,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,CLIENT_DETAIL,P7,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,PROJECT_COST,P7,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,SERVER,P7,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,DATABASE,P7,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,NO
PROJECT_LEADER,P2,DEVELOPMENT,SALARY_DETAIL,P7,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,CLIENT_DETAIL,P7,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,EMP_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,PROJECT_DETAIL,P7,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,PROJECT_COST,P7,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,SERVER,P7,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,DATABASE,P7,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,NETWORK_SETUP,P7,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
DESIGNER,P1,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
DESIGNER,P1,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROGRAMMER,P1,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROGRAMMER,P1,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
SDE,P1,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
SDE,P1,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
SDE,P1,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
SDE,P1,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
SDE,P1,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
SDE,P1,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROJECT_MANAGER,P1,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_LEADER,P1,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,CLIENT_DETAIL,P6,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,PROJECT_COST,P6,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,SERVER,P6,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,DATABASE,P6,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
DESIGNER,P2,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
DESIGNER,P2,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROGRAMMER,P2,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROGRAMMER,P2,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
SDE,P2,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
SDE,P2,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
SDE,P2,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
SDE,P2,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
SDE,P2,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
SDE,P2,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,DATABASE,P6,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,NO
PROJECT_LEADER,P2,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,CLIENT_DETAIL,P6,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,PROJECT_COST,P6,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,SERVER,P6,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,DATABASE,P6,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,NETWORK_SETUP,P6,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,PROJECT_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,EMP_DETAIL,P6,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,SALARY_DETAIL,P6,HR,NO
DESIGNER,P4,DEVELOPMENT,CLIENT_DETAIL,P6,HR,NO
DESIGNER,P4,DEVELOPMENT,PROJECT_COST,P6,FINANCE,NO
DESIGNER,P4,DEVELOPMENT,SERVER,P6,TECHNICAL,NO
